0 , 0
200 , 1
400 , 4
600 , 1
800 , 0
1000 , 2
1200 , 2
1400 , 1
1600 , 0
1800 , 0
2000 , 3
2200 , 2
2400 , 0
2600 , 3
2800 , 1
3000 , 0
3200 , 0
3400 , 0
3600 , 1
3800 , 0
4000 , 0
4200 , 1
4400 , 1
4600 , 0
4800 , 0
5000 , 0
5200 , 0
5400 , 0
5600 , 0
5800 , 0
6000 , 0
6200 , 1
6400 , 1
6600 , 1
6800 , 0
7000 , 0
7200 , 0
7400 , 0
7600 , 0
7800 , 0
8000 , 0
8200 , 0
8400 , 0
8600 , 0
8800 , 0
9000 , 0
9200 , 0
9400 , 0
9600 , 0
9800 , 1
10000 , 0
10200 , 0
10400 , 0
10600 , 0
10800 , 0
11000 , 1
11200 , 0
11400 , 0
11600 , 0
11800 , 0
12000 , 0
12200 , 0
12400 , 0
12600 , 0
12800 , 0
13000 , 0
13200 , 0
13400 , 0
13600 , 0
13800 , 0
14000 , 0
14200 , 0
14400 , 0
14600 , 0
14800 , 0
15000 , 0
15200 , 0
15400 , 0
15600 , 0
15800 , 0
16000 , 0
16200 , 0
16400 , 0
16600 , 0
16800 , 0
17000 , 0
17200 , 0
17400 , 0
17600 , 0
17800 , 0
18000 , 0
18200 , 0
18400 , 0
18600 , 0
18800 , 0
19000 , 0
19200 , 1
19400 , 0
19600 , 0
19800 , 0
20000 , 0
20200 , 0
20400 , 0
20600 , 0
20800 , 0
21000 , 0
21200 , 0
21400 , 0
21600 , 0
